timeStampS;timeStampNs;heading;pitch;roll;waveHeight;waveDirection;wavePeriod;acc_x;acc_y;acc_z;gyro_x;gyro_y;gyro_z;latitude;longitude;heading_gnss;vertical_speed_gnss;horizontal_speed_gnss;altitude;east_speed;north_speed;vertical_speed;heave;heave_velocity;hs;wave_height;wave_period;wave_period_at_hmax;wave_direction;wave_energy;fourier_coeff;sync_byte;frequency_00;wave_spectrum_00;frequency_01;wave_spectrum_01;frequency_02;wave_spectrum_02;frequency_03;wave_spectrum_03;frequency_04;wave_spectrum_04;frequency_05;wave_spectrum_05;frequency_06;wave_spectrum_06;frequency_07;wave_spectrum_07;latitude_gnss;longitude_gnss;altitude_gnss;horizontal_speed_gnss_1;track_over_ground_gnss;vertical_speed_gnss_2;ms_gps;gps_week;gnss_info1;gnss_info2;usw;vinp;temper
1748649593;708572448;130.92999267578125;32.97999954223633;174.5;0.0;0.0;0.0;0.01875000074505806;-0.029750000685453415;0.996749997138977;6.079999923706055;-1.1399999856948853;1.0;-5.8252387046813965;-35.22581100463867;166.02000427246094;0.0;0.0;55.12099838256836;-0.7200000286102295;-3.059999942779541;-1.9600000381469727;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;18;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-5.825234413146973;-35.22581481933594;52.50199890136719;0.0;106.80000305175781;0.0;518411760;2368;50;28;0;0;0
1748649593;748743948;130.63999938964844;32.79999923706055;174.22000122070312;0.0;0.0;0.0;0.01875000074505806;-0.029750000685453415;0.996749997138977;5.539999961853027;-4.420000076293945;-3.5799999237060547;-5.825239181518555;-35.22581481933594;166.02000427246094;0.0;0.0;55.060001373291016;-0.7799999713897705;-3.259999990463257;-2.690000057220459;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;19;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-5.825234413146973;-35.22581481933594;52.50600051879883;0.0;106.80000305175781;0.0;518411800;2368;50;28;0;0;0
1748649593;788702954;130.52999877929688;32.68000030517578;174.2100067138672;0.0;0.0;0.0;0.01875000074505806;-0.029750000685453415;0.996749997138977;4.059999942779541;-0.5199999809265137;-0.5199999809265137;-5.825240612030029;-35.22581481933594;166.02000427246094;0.009999999776482582;0.0;54.941001892089844;-0.8399999737739563;-3.4200000762939453;-3.390000104904175;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;20;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-5.825234413146973;-35.22581481933594;52.50600051879883;0.0;122.4000015258789;0.009999999776482582;518411840;2368;50;28;0;0;0
1748649593;828993826;130.35000610351562;32.33000183105469;174.17999267578125;0.0;0.0;0.0;0.01875000074505806;-0.029750000685453415;0.996749997138977;7.28000020980835;2.700000047683716;-4.039999961853027;-5.8252410888671875;-35.22581481933594;166.02000427246094;-0.009999999776482582;0.0;54.834999084472656;-0.8899999856948853;-3.5899999141693115;-4.110000133514404;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;21;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-5.825234413146973;-35.22581481933594;52.492000579833984;0.0;285.9100036621094;-0.009999999776482582;518411880;2368;50;28;0;0;0
1748649593;869456444;130.13999938964844;32.0;174.1300048828125;0.0;0.0;0.0;0.01875000074505806;-0.029750000685453415;0.996749997138977;6.960000038146973;3.6600000858306885;-3.380000114440918;-5.825242042541504;-35.22581481933594;166.02000427246094;0.0;0.0;54.71200180053711;-0.949999988079071;-3.75;-4.840000152587891;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;22;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-5.825234413146973;-35.22581481933594;52.5;0.0;214.22000122070312;0.0;518411920;2368;50;28;0;0;0
1748649593;908126106;130.22000122070312;31.75;174.17999267578125;0.0;0.0;0.0;0.01875000074505806;-0.029750000685453415;0.9965000152587891;3.940000057220459;-0.4399999976158142;1.5199999809265137;-5.825242519378662;-35.22581481933594;166.02000427246094;0.019999999552965164;0.0;54.57899856567383;-1.0;-3.940000057220459;-5.570000171661377;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;23;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-5.825234413146973;-35.22581481933594;52.50600051879883;0.0;98.30999755859375;0.019999999552965164;518411960;2368;50;28;0;0;0
1748649593;948176859;133.9199981689453;31.510000228881836;174.14999389648438;0.0;0.0;0.0;0.01850000023841858;-0.029750000685453415;0.9965000152587891;6.820000171661377;1.2000000476837158;-4.420000076293945;-5.825243949890137;-35.22581481933594;166.0399932861328;0.019999999552965164;0.0;54.34199905395508;-1.0800000429153442;-4.119999885559082;-6.300000190734863;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;24;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-5.825234413146973;-35.22581481933594;52.50600051879883;0.0;98.30999755859375;0.019999999552965164;518412000;2368;50;28;0;0;0
1748649593;988489981;133.69000244140625;31.25;173.9600067138672;0.0;0.0;0.0;0.01875000074505806;-0.029750000685453415;0.996749997138977;3.9600000381469727;-1.7599999904632568;-6.639999866485596;-5.825244903564453;-35.22581481933594;166.0399932861328;-0.009999999776482582;0.009999999776482582;54.16299819946289;-1.1399999856948853;-4.309999942779541;-7.03000020980835;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-5.825234413146973;-35.22581481933594;52.48699951171875;0.009999999776482582;84.1500015258789;-0.009999999776482582;518412040;2368;50;28;0;0;0
1748649594;29201593;133.44000244140625;31.1299991607666;173.75;0.0;0.0;0.0;0.01875000074505806;-0.029750000685453415;0.996749997138977;1.4199999570846558;-3.180000066757202;-4.559999942779541;-5.8252458572387695;-35.22581481933594;166.0399932861328;0.0;0.009999999776482582;53.970001220703125;-1.190000057220459;-4.489999771118164;-7.760000228881836;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;26;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-5.825234413146973;-35.22581481933594;52.474998474121094;0.009999999776482582;23.260000228881836;0.0;518412080;2368;50;28;0;0;0
1748649594;69425842;133.30999755859375;30.959999084472656;173.6699981689453;0.0;0.0;0.0;0.01875000074505806;-0.029750000685453415;0.996749997138977;3.4800000190734863;0.9800000190734863;-0.699999988079071;-5.825247287750244;-35.22581481933594;166.0399932861328;0.0;0.009999999776482582;53.762001037597656;-1.25;-4.670000076293945;-8.489999771118164;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;27;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-5.825234413146973;-35.22581481933594;52.4739990234375;0.009999999776482582;80.54000091552734;0.0;518412120;2368;50;28;0;0;0
1748649594;108702989;133.1199951171875;30.690000534057617;173.6199951171875;0.0;0.0;0.0;0.01875000074505806;-0.029750000685453415;0.996749997138977;6.139999866485596;-2.0;-4.840000152587891;-5.8252482414245605;-35.22581481933594;166.0399932861328;0.0;0.009999999776482582;53.54100036621094;-1.2999999523162842;-4.849999904632568;-9.229999542236328;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;28;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-5.825234413146973;-35.22581481933594;52.47700119018555;0.009999999776482582;259.3599853515625;0.0;518412160;2368;50;28;0;0;0
1748649594;148927238;133.0399932861328;30.399999618530273;173.5;0.0;0.0;0.0;0.01875000074505806;-0.029500000178813934;0.996749997138977;4.980000019073486;-0.5600000023841858;-2.059999942779541;-5.825249195098877;-35.22581481933594;166.0399932861328;0.0;0.009999999776482582;53.305999755859375;-1.3600000143051147;-5.019999980926514;-9.960000038146973;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;29;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-5.825234413146973;-35.22581481933594;52.47100067138672;0.009999999776482582;259.3599853515625;0.0;518412200;2368;50;28;0;0;0
1748649594;188831870;132.94000244140625;30.260000228881836;173.3800048828125;0.0;0.0;0.0;0.01875000074505806;-0.029750000685453415;0.996749997138977;4.119999885559082;-1.100000023841858;0.07999999821186066;-5.82525110244751;-35.22581481933594;166.0399932861328;0.0;0.009999999776482582;52.891998291015625;-1.4199999570846558;-5.199999809265137;-10.6899995803833;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;30;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-5.825234413146973;-35.22581481933594;52.47100067138672;0.009999999776482582;311.8800048828125;0.0;518412240;2368;50;28;0;0;0
1748649594;228859873;132.86000061035156;30.040000915527344;173.4199981689453;0.0;0.0;0.0;0.01875000074505806;-0.029750000685453415;0.996749997138977;4.21999979019165;1.8799999952316284;-3.559999942779541;-5.825252056121826;-35.22581481933594;166.0399932861328;0.019999999552965164;0.009999999776482582;52.61399841308594;-1.4700000286102295;-5.380000114440918;-11.430000305175781;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;31;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-5.825234413146973;-35.22581481933594;52.474998474121094;0.009999999776482582;125.61000061035156;0.019999999552965164;518412280;2368;50;28;0;0;0
1748649594;268534761;132.75;29.709999084472656;173.41000366210938;0.0;0.0;0.0;0.01875000074505806;-0.029750000685453415;0.996749997138977;8.779999732971191;0.9200000166893005;-5.340000152587891;-5.825253486633301;-35.22581481933594;166.0399932861328;0.0;0.0;52.319000244140625;-1.5299999713897705;-5.550000190734863;-12.15999984741211;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-5.825234413146973;-35.22581481933594;52.49399948120117;0.0;278.2699890136719;0.0;518412320;2368;50;28;0;0;0
1748649594;308732885;132.6999969482422;29.5;173.49000549316406;0.0;0.0;0.0;0.01875000074505806;-0.029750000685453415;0.996749997138977;5.900000095367432;-1.340000033378601;-4.559999942779541;-5.825254440307617;-35.2258186340332;166.0399932861328;-0.009999999776482582;0.0;52.013999938964844;-1.5800000429153442;-5.710000038146973;-12.899999618530273;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-5.825234413146973;-35.22581481933594;52.50699996948242;0.0;235.63999938964844;-0.009999999776482582;518412360;2368;50;28;0;0;0
1748649594;349174754;132.6300048828125;29.329999923706055;173.57000732421875;0.0;0.0;0.0;0.01875000074505806;-0.029750000685453415;0.9965000152587891;4.820000171661377;0.7400000095367432;-3.5399999618530273;-5.825255870819092;-35.2258186340332;166.0399932861328;-0.009999999776482582;0.0;51.69599914550781;-1.6399999856948853;-5.880000114440918;-13.630000114440918;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-5.825234413146973;-35.22581481933594;52.516998291015625;0.0;235.63999938964844;-0.009999999776482582;518412400;2368;50;28;0;0;0
1748649594;388245906;132.44000244140625;29.1200008392334;173.49000549316406;0.0;0.0;0.0;0.01875000074505806;-0.029750000685453415;0.996749997138977;2.559999942779541;0.9200000166893005;-1.899999976158142;-5.825257778167725;-35.2258186340332;166.0399932861328;0.0;0.009999999776482582;51.13600158691406;-1.690000057220459;-6.050000190734863;-14.369999885559082;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-5.825234413146973;-35.22581481933594;52.516998291015625;0.009999999776482582;23.809999465942383;0.0;518412440;2368;50;28;0;0;0
1748649594;428273285;132.25;29.049999237060547;173.3699951171875;0.0;0.0;0.0;0.01875000074505806;-0.029750000685453415;0.996749997138977;-0.47999998927116394;-1.7599999904632568;-5.78000020980835;-5.825259208679199;-35.2258186340332;166.0399932861328;-0.009999999776482582;0.0;50.77299880981445;-1.7400000095367432;-6.210000038146973;-15.109999656677246;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-5.825234413146973;-35.22581481933594;52.512001037597656;0.0;268.6000061035156;-0.009999999776482582;518412480;2368;50;28;0;0;0
1748649594;468484784;132.22999572753906;28.719999313354492;173.3800048828125;0.0;0.0;0.0;0.01875000074505806;-0.029750000685453415;0.996749997138977;9.9399995803833;4.059999942779541;-0.4000000059604645;-5.825260162353516;-35.2258186340332;166.0399932861328;-0.009999999776482582;0.0;50.39699935913086;-1.7899999618530273;-6.369999885559082;-15.850000381469727;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-5.825234413146973;-35.22581481933594;52.52199935913086;0.0;188.9199981689453;-0.009999999776482582;518412520;2368;50;28;0;0;0
1748649594;508604786;132.0800018310547;28.559999465942383;173.4600067138672;0.0;0.0;0.0;0.01875000074505806;-0.029750000685453415;0.996749997138977;5.480000019073486;5.179999828338623;-3.2799999713897705;-5.82526159286499;-35.2258186340332;166.0399932861328;0.019999999552965164;0.0;50.00699996948242;-1.840000033378601;-6.53000020980835;-16.59000015258789;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-5.825234413146973;-35.22581481933594;52.53300094604492;0.0;264.8900146484375;0.019999999552965164;518412560;2368;50;28;0;0;0
1748649594;548587791;132.00999450683594;28.350000381469727;173.4600067138672;0.0;0.0;0.0;0.01850000023841858;-0.029750000685453415;0.996749997138977;5.28000020980835;4.179999828338623;-3.4000000953674316;-5.825263023376465;-35.2258186340332;166.0399932861328;0.019999999552965164;0.0;49.60200119018555;-1.899999976158142;-6.679999828338623;-17.31999969482422;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-5.825234413146973;-35.22581481933594;52.53900146484375;0.0;264.8900146484375;0.019999999552965164;518412600;2368;50;28;0;0;0
1748649594;588645169;131.67999267578125;28.020000457763672;173.36000061035156;0.0;0.0;0.0;0.01875000074505806;-0.029750000685453415;0.996749997138977;8.220000267028809;1.5199999809265137;-7.139999866485596;-5.825265407562256;-35.2258186340332;166.0399932861328;-0.019999999552965164;0.009999999776482582;48.89400100708008;-1.9500000476837158;-6.849999904632568;-18.06999969482422;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-5.825234413146973;-35.22581481933594;52.53900146484375;0.009999999776482582;300.5899963378906;-0.019999999552965164;518412640;2368;50;28;0;0;0
1748649594;628825044;131.5399932861328;27.790000915527344;173.27999877929688;0.0;0.0;0.0;0.01875000074505806;-0.029750000685453415;0.996749997138977;3.819999933242798;0.23999999463558197;-3.640000104904175;-5.825267791748047;-35.2258186340332;166.0399932861328;0.009999999776482582;0.009999999776482582;48.44200134277344;-1.9900000095367432;-7.019999980926514;-18.809999465942383;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-5.825234413146973;-35.22581481933594;52.53300094604492;0.009999999776482582;122.52999877929688;0.009999999776482582;518412680;2368;50;28;0;0;0
1748649594;668972669;131.57000732421875;27.559999465942383;173.25;0.0;0.0;0.0;0.01875000074505806;-0.029750000685453415;0.996749997138977;7.260000228881836;-0.9200000166893005;0.2199999988079071;-5.825270652770996;-35.22582244873047;166.0399932861328;-0.009999999776482582;0.0;47.979000091552734;-2.0399999618530273;-7.190000057220459;-19.549999237060547;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;10;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-5.825234413146973;-35.22581481933594;52.53900146484375;0.0;250.1300048828125;-0.009999999776482582;518412720;2368;50;28;0;0;0
1748649594;709025192;131.47000122070312;27.399999618530273;173.22999572753906;0.0;0.0;0.0;0.01850000023841858;-0.029750000685453415;0.996749997138977;2.9200000762939453;-3.0399999618530273;-2.4200000762939453;-5.825273036956787;-35.22582244873047;166.0399932861328;0.0;0.009999999776482582;47.50199890136719;-2.0899999141693115;-7.349999904632568;-20.290000915527344;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;11;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-5.825234413146973;-35.22581481933594;52.53900146484375;0.009999999776482582;320.739990234375;0.0;518412760;2368;50;28;0;0;0
1748649594;749187106;131.41000366210938;27.170000076293945;173.25;0.0;0.0;0.0;0.01850000023841858;-0.029750000685453415;0.996749997138977;2.799999952316284;-0.4399999976158142;-1.7000000476837158;-5.825275897979736;-35.22582244873047;166.0399932861328;0.0;0.009999999776482582;47.00600051879883;-2.140000104904175;-7.519999980926514;-21.030000686645508;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;12;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-5.825234413146973;-35.22581481933594;52.54399871826172;0.009999999776482582;320.739990234375;0.0;518412800;2368;50;28;0;0;0
