Column1;Heading;Pitch;Roll;Rate_X;Rate_Y;Rate_Z;Acc_X;Acc_Y;Acc_Z;Magn_X;Magn_Y;Magn_Z;Reserved1;Reserved2;Temperature;Vinp;USW;(L/H);Latitude;Longitude;Altitude;V_East;V_North;V_Up;Heave;V_Heave;Hs_wave;H_wave;T_wave;T_wave_max;Wave_direct;Wave_energy;a1;b1;a2;b2;Sync_byte;Freq_index_1;Wave_PSD_1;Freq_index_2;Wave_PSD_2;Freq_index_3;Wave_PSD_3;Freq_index_4;Wave_PSD_4;Freq_index_5;Wave_PSD_5;Freq_index_6;Wave_PSD_6;Freq_index_7;Wave_PSD_7;Freq_index_8;Wave_PSD_8;Lat_GNSS;Long_GNSS;Height_GNSS;Hor_spd;Trk_gnd;Ver_spd;ms_gps;GPS_Week;GNSS_info_1;GNSS_info_2;#solnSVs;V_latency;anglesPosType;Heading_GNSS;Latency_ms_head;Latency_ms_pos;Latency_ms_vel;New_GPS
;359.35;-0.11;0.66;0.0800;-0.0600;0.0600;-0.011750;-0.002500;1.010500;0.0;0.0;0.0;0;0;30.1;24.01;1000000;0;-5.824999809;-35.227500915;40.000;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000;0.000;0.00;0.00;0.000;0.000;0.000;0.000;8;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.000000000;0.000000000;0.0000000;0.00;0.00;0.00;12760;0;110;1;0;0;100;0.00;0;0;0;0
;359.35;-0.11;0.66;0.0400;-0.0600;0.0600;-0.012250;-0.002750;1.010750;0.0;0.0;0.0;0;0;30.0;23.98;1000000;0;-5.824999809;-35.227500915;40.000;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000;0.000;0.00;0.00;0.000;0.000;0.000;0.000;9;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.000000000;0.000000000;0.0000000;0.00;0.00;0.00;12780;0;110;1;0;0;100;0.00;0;0;0;0
;359.35;-0.10;0.67;0.0800;0.0200;0.0200;-0.012000;-0.002000;1.010500;0.0;0.0;0.0;0;0;30.1;23.98;1000000;0;-5.824999809;-35.227500915;40.000;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000;0.000;0.00;0.00;0.000;0.000;0.000;0.000;10;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.000000000;0.000000000;0.0000000;0.00;0.00;0.00;12800;0;110;1;0;0;100;0.00;0;0;0;0
;359.35;-0.11;0.67;0.0000;0.0200;0.1000;-0.013000;-0.002500;1.010750;0.0;0.0;0.0;0;0;30.1;24.11;1000000;0;-5.824999809;-35.227500915;40.000;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000;0.000;0.00;0.00;0.000;0.000;0.000;0.000;11;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.000000000;0.000000000;0.0000000;0.00;0.00;0.00;12820;0;110;1;0;0;100;0.00;0;0;0;0
;359.35;-0.11;0.67;0.0800;0.0400;0.0600;-0.012750;-0.002500;1.011000;0.0;0.0;0.0;0;0;29.9;23.98;1000000;0;-5.824999809;-35.227500915;40.000;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000;0.000;0.00;0.00;0.000;0.000;0.000;0.000;12;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.000000000;0.000000000;0.0000000;0.00;0.00;0.00;12840;0;110;1;0;0;100;0.00;0;0;0;0
;359.35;-0.11;0.67;0.0400;-0.0600;0.0600;-0.012000;-0.001750;1.010750;0.0;0.0;0.0;0;0;30.1;23.95;1000000;0;-5.824999809;-35.227500915;40.000;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000;0.000;0.00;0.00;0.000;0.000;0.000;0.000;13;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.000000000;0.000000000;0.0000000;0.00;0.00;0.00;12860;0;110;1;0;0;100;0.00;0;0;0;0
;359.35;-0.11;0.67;0.0600;-0.0200;0.0600;-0.011750;-0.002000;1.010500;0.0;0.0;0.0;0;0;30.0;24.07;1000000;0;-5.824999809;-35.227500915;40.000;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000;0.000;0.00;0.00;0.000;0.000;0.000;0.000;14;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.000000000;0.000000000;0.0000000;0.00;0.00;0.00;12880;0;110;1;0;0;100;0.00;0;0;0;0
;359.35;-0.11;0.67;0.0200;-0.0400;0.0200;-0.013000;-0.002500;1.010500;0.0;0.0;0.0;0;0;29.7;24.00;1000000;0;-5.824999809;-35.227500915;40.000;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000;0.000;0.00;0.00;0.000;0.000;0.000;0.000;15;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.000000000;0.000000000;0.0000000;0.00;0.00;0.00;12900;0;110;1;0;0;100;0.00;0;0;0;0
;359.34;-0.10;0.67;0.1200;-0.0400;0.0400;-0.013500;-0.001750;1.010500;0.0;0.0;0.0;0;0;30.0;24.14;1000000;0;-5.824999809;-35.227500915;40.000;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000;0.000;0.00;0.00;0.000;0.000;0.000;0.000;16;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.000000000;0.000000000;0.0000000;0.00;0.00;0.00;12920;0;110;1;0;0;100;0.00;0;0;0;0
;359.34;-0.11;0.67;0.0600;0.0000;0.0200;-0.013000;-0.002250;1.010500;0.0;0.0;0.0;0;0;29.9;24.05;1000000;0;-5.824999809;-35.227500915;40.000;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000;0.000;0.00;0.00;0.000;0.000;0.000;0.000;17;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.000000000;0.000000000;0.0000000;0.00;0.00;0.00;12940;0;110;1;0;0;100;0.00;0;0;0;0
;359.34;-0.11;0.67;0.0600;0.0200;0.0400;-0.012500;-0.003000;1.010500;0.0;0.0;0.0;0;0;30.1;24.12;1000000;0;-5.824999809;-35.227500915;40.000;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000;0.000;0.00;0.00;0.000;0.000;0.000;0.000;18;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.000000000;0.000000000;0.0000000;0.00;0.00;0.00;12960;0;110;1;0;0;100;0.00;0;0;0;0
;359.34;-0.11;0.67;0.0600;-0.0200;0.0600;-0.011000;-0.002750;1.010500;0.0;0.0;0.0;0;0;30.1;24.00;1000000;0;-5.824999809;-35.227500915;40.000;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000;0.000;0.00;0.00;0.000;0.000;0.000;0.000;19;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.000000000;0.000000000;0.0000000;0.00;0.00;0.00;12980;0;110;1;0;0;100;0.00;0;0;0;0
;359.34;-0.11;0.67;0.0200;-0.0200;0.0400;-0.010750;-0.002000;1.010500;0.0;0.0;0.0;0;0;30.0;24.01;1000000;0;-5.824999809;-35.227500915;40.000;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000;0.000;0.00;0.00;0.000;0.000;0.000;0.000;20;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.000000000;0.000000000;0.0000000;0.00;0.00;0.00;13000;0;110;1;0;0;100;0.00;0;0;0;64
;359.34;-0.11;0.67;0.0400;0.0000;0.0600;-0.011750;-0.002750;1.010250;0.0;0.0;0.0;0;0;30.0;24.00;1000000;0;-5.824999809;-35.227500915;40.000;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000;0.000;0.00;0.00;0.000;0.000;0.000;0.000;21;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.000000000;0.000000000;0.0000000;0.00;0.00;0.00;13020;0;110;1;0;0;100;0.00;0;0;0;0
;359.34;-0.11;0.67;0.0600;-0.0400;0.0200;-0.013250;-0.002000;1.010250;0.0;0.0;0.0;0;0;29.9;23.98;1000000;0;-5.824999809;-35.227500915;40.000;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000;0.000;0.00;0.00;0.000;0.000;0.000;0.000;22;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.000000000;0.000000000;0.0000000;0.00;0.00;0.00;13040;0;110;1;0;0;100;0.00;0;0;0;0
;359.34;-0.11;0.67;0.0400;-0.0600;0.0200;-0.013250;-0.002750;1.010250;0.0;0.0;0.0;0;0;30.0;24.11;1000000;0;-5.824999809;-35.227500915;40.000;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000;0.000;0.00;0.00;0.000;0.000;0.000;0.000;23;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.000000000;0.000000000;0.0000000;0.00;0.00;0.00;13060;0;110;1;0;0;100;0.00;0;0;0;0
;359.34;-0.11;0.67;0.0400;-0.0200;0.0600;-0.012250;-0.002500;1.010500;0.0;0.0;0.0;0;0;29.9;23.99;1000000;0;-5.824999809;-35.227500915;40.000;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000;0.000;0.00;0.00;0.000;0.000;0.000;0.000;24;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.000000000;0.000000000;0.0000000;0.00;0.00;0.00;13080;0;110;1;0;0;100;0.00;0;0;0;0
;359.34;-0.11;0.67;0.0400;-0.0200;0.0600;-0.011250;-0.002250;1.010750;0.0;0.0;0.0;0;0;30.0;24.14;1000000;0;-5.824999809;-35.227500915;40.000;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000;0.000;0.00;0.00;0.000;0.000;0.000;0.000;25;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.000000000;0.000000000;0.0000000;0.00;0.00;0.00;13100;0;110;1;0;0;100;0.00;0;0;0;0
;359.33;-0.11;0.67;0.0400;0.0000;0.1000;-0.011500;-0.002000;1.010250;0.0;0.0;0.0;0;0;29.9;24.07;1000000;0;-5.824999809;-35.227500915;40.000;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000;0.000;0.00;0.00;0.000;0.000;0.000;0.000;26;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.000000000;0.000000000;0.0000000;0.00;0.00;0.00;13120;0;110;1;0;0;100;0.00;0;0;0;0
;359.33;-0.11;0.67;0.0000;-0.0800;0.0200;-0.012750;-0.001750;1.010250;0.0;0.0;0.0;0;0;30.0;23.96;1000000;0;-5.824999809;-35.227500915;40.000;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000;0.000;0.00;0.00;0.000;0.000;0.000;0.000;27;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.000000000;0.000000000;0.0000000;0.00;0.00;0.00;13140;0;110;1;0;0;100;0.00;0;0;0;0
;359.33;-0.11;0.67;0.0400;0.0400;0.0800;-0.012500;-0.002750;1.011000;0.0;0.0;0.0;0;0;29.7;24.03;1000000;0;-5.824999809;-35.227500915;40.000;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000;0.000;0.00;0.00;0.000;0.000;0.000;0.000;28;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.000000000;0.000000000;0.0000000;0.00;0.00;0.00;13160;0;110;1;0;0;100;0.00;0;0;0;0
;359.33;-0.11;0.67;0.0200;-0.0400;0.0400;-0.012500;-0.002250;1.010500;0.0;0.0;0.0;0;0;30.1;23.98;1000000;0;-5.824999809;-35.227500915;40.000;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000;0.000;0.00;0.00;0.000;0.000;0.000;0.000;29;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.000000000;0.000000000;0.0000000;0.00;0.00;0.00;13180;0;110;1;0;0;100;0.00;0;0;0;0
;359.33;-0.11;0.67;0.0600;0.0000;0.0600;-0.012000;-0.002000;1.010750;0.0;0.0;0.0;0;0;30.0;24.08;1000000;0;-5.824999809;-35.227500915;40.000;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000;0.000;0.00;0.00;0.000;0.000;0.000;0.000;30;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.000000000;0.000000000;0.0000000;0.00;0.00;0.00;13200;0;110;1;0;0;100;0.00;0;0;0;0
;359.33;-0.10;0.67;0.0600;-0.0600;0.0000;-0.011500;-0.002000;1.010000;0.0;0.0;0.0;0;0;29.9;24.06;1000000;0;-5.824999809;-35.227500915;40.000;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000;0.000;0.00;0.00;0.000;0.000;0.000;0.000;31;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.000000000;0.000000000;0.0000000;0.00;0.00;0.00;13220;0;110;1;0;0;100;0.00;0;0;0;0
;359.33;-0.10;0.67;0.0400;-0.0200;0.0800;-0.011500;-0.002250;1.010500;0.0;0.0;0.0;0;0;30.2;24.06;1000000;0;-5.824999809;-35.227500915;40.000;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000;0.000;0.00;0.00;0.000;0.000;0.000;0.000;0;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.000000000;0.000000000;0.0000000;0.00;0.00;0.00;13240;0;110;1;0;0;100;0.00;0;0;0;0
;359.33;-0.10;0.67;0.0600;0.0000;0.0000;-0.012000;-0.001250;1.011000;0.0;0.0;0.0;0;0;29.7;23.89;1000000;0;-5.824999809;-35.227500915;40.000;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000;0.000;0.00;0.00;0.000;0.000;0.000;0.000;1;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.000000000;0.000000000;0.0000000;0.00;0.00;0.00;13260;0;110;1;0;0;100;0.00;0;0;0;0
;359.33;-0.10;0.67;0.0400;-0.0400;0.0400;-0.012500;-0.001750;1.010250;0.0;0.0;0.0;0;0;29.9;23.98;1000000;0;-5.824999809;-35.227500915;40.000;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000;0.000;0.00;0.00;0.000;0.000;0.000;0.000;2;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.000000000;0.000000000;0.0000000;0.00;0.00;0.00;13280;0;110;1;0;0;100;0.00;0;0;0;0
;359.33;-0.10;0.67;0.0600;-0.0400;0.0200;-0.012000;-0.002250;1.010500;0.0;0.0;0.0;0;0;29.7;23.91;1000000;0;-5.824999809;-35.227500915;40.000;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000;0.000;0.00;0.00;0.000;0.000;0.000;0.000;3;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.000000000;0.000000000;0.0000000;0.00;0.00;0.00;13300;0;110;1;0;0;100;0.00;0;0;0;0
;359.33;-0.10;0.67;0.0400;0.1000;0.0400;-0.012750;-0.002250;1.010250;0.0;0.0;0.0;0;0;30.0;24.08;1000000;0;-5.824999809;-35.227500915;40.000;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000;0.000;0.00;0.00;0.000;0.000;0.000;0.000;4;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.000000000;0.000000000;0.0000000;0.00;0.00;0.00;13320;0;110;1;0;0;100;0.00;0;0;0;0
;359.33;-0.10;0.67;0.0600;-0.1000;0.0600;-0.012500;-0.002500;1.010500;0.0;0.0;0.0;0;0;29.7;23.98;1000000;0;-5.824999809;-35.227500915;40.000;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000;0.000;0.00;0.00;0.000;0.000;0.000;0.000;5;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.000000000;0.000000000;0.0000000;0.00;0.00;0.00;13340;0;110;1;0;0;100;0.00;0;0;0;0
;359.33;-0.10;0.67;0.0600;-0.0600;0.0200;-0.012000;-0.002000;1.010000;0.0;0.0;0.0;0;0;29.9;24.00;1000000;0;-5.824999809;-35.227500915;40.000;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000;0.000;0.00;0.00;0.000;0.000;0.000;0.000;6;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.000000000;0.000000000;0.0000000;0.00;0.00;0.00;13360;0;110;1;0;0;100;0.00;0;0;0;0
;359.32;-0.10;0.67;0.0600;-0.0400;0.0600;-0.011750;-0.001750;1.010500;0.0;0.0;0.0;0;0;29.7;24.03;1000000;0;-5.824999809;-35.227500915;40.000;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000;0.000;0.00;0.00;0.000;0.000;0.000;0.000;7;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.000000000;0.000000000;0.0000000;0.00;0.00;0.00;13380;0;110;1;0;0;100;0.00;0;0;0;0
;359.32;-0.10;0.67;0.0200;-0.0400;0.0400;-0.012250;-0.002250;1.010750;0.0;0.0;0.0;0;0;29.5;23.91;1000000;0;-5.824999809;-35.227500915;40.000;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000;0.000;0.00;0.00;0.000;0.000;0.000;0.000;8;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.000000000;0.000000000;0.0000000;0.00;0.00;0.00;13400;0;110;1;0;0;100;0.00;0;0;0;0
;359.32;-0.10;0.67;0.1000;-0.0800;0.0400;-0.011750;-0.002250;1.010500;0.0;0.0;0.0;0;0;29.6;23.95;1000000;0;-5.824999809;-35.227500915;40.000;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000;0.000;0.00;0.00;0.000;0.000;0.000;0.000;9;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.000000000;0.000000000;0.0000000;0.00;0.00;0.00;13420;0;110;1;0;0;100;0.00;0;0;0;0
;359.32;-0.10;0.67;0.0200;0.0000;0.1000;-0.012500;-0.002500;1.010750;0.0;0.0;0.0;0;0;30.0;23.92;1000000;0;-5.824999809;-35.227500915;40.000;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000;0.000;0.00;0.00;0.000;0.000;0.000;0.000;10;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.000000000;0.000000000;0.0000000;0.00;0.00;0.00;13440;0;110;1;0;0;100;0.00;0;0;0;0
;359.32;-0.10;0.67;0.0200;-0.0400;0.0200;-0.012500;-0.001750;1.010250;0.0;0.0;0.0;0;0;29.9;24.06;1000000;0;-5.824999809;-35.227500915;40.000;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000;0.000;0.00;0.00;0.000;0.000;0.000;0.000;11;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.000000000;0.000000000;0.0000000;0.00;0.00;0.00;13460;0;110;1;0;0;100;0.00;0;0;0;0
;359.32;-0.10;0.67;0.0400;0.0400;0.0600;-0.011250;-0.003000;1.010250;0.0;0.0;0.0;0;0;30.0;24.00;1000000;0;-5.824999809;-35.227500915;40.000;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000;0.000;0.00;0.00;0.000;0.000;0.000;0.000;12;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.000000000;0.000000000;0.0000000;0.00;0.00;0.00;13480;0;110;1;0;0;100;0.00;0;0;0;0
;359.32;-0.10;0.67;0.0600;0.0200;0.0400;-0.011500;-0.002250;1.010500;0.0;0.0;0.0;0;0;29.9;23.98;1000000;0;-5.824999809;-35.227500915;40.000;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000;0.000;0.00;0.00;0.000;0.000;0.000;0.000;13;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.000000000;0.000000000;0.0000000;0.00;0.00;0.00;13500;0;110;1;0;0;100;0.00;0;0;0;0
;359.32;-0.10;0.67;0.1000;-0.0200;0.0400;-0.012750;-0.001750;1.010250;0.0;0.0;0.0;0;0;30.0;24.11;1000000;0;-5.824999809;-35.227500915;40.000;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000;0.000;0.00;0.00;0.000;0.000;0.000;0.000;14;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.000000000;0.000000000;0.0000000;0.00;0.00;0.00;13520;0;110;1;0;0;100;0.00;0;0;0;0
;359.32;-0.10;0.67;0.0600;-0.0200;0.0400;-0.013250;-0.002250;1.010000;0.0;0.0;0.0;0;0;30.0;23.91;1000000;0;-5.824999809;-35.227500915;40.000;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000;0.000;0.00;0.00;0.000;0.000;0.000;0.000;15;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.000000000;0.000000000;0.0000000;0.00;0.00;0.00;13540;0;110;1;0;0;100;0.00;0;0;0;0
;359.32;-0.10;0.68;0.0800;0.0800;0.0800;-0.012500;-0.001750;1.010750;0.0;0.0;0.0;0;0;30.2;24.12;1000000;0;-5.824999809;-35.227500915;40.000;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000;0.000;0.00;0.00;0.000;0.000;0.000;0.000;16;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.000000000;0.000000000;0.0000000;0.00;0.00;0.00;13560;0;110;1;0;0;100;0.00;0;0;0;0
;359.31;-0.10;0.68;0.0600;0.0200;0.0200;-0.011750;-0.002750;1.009750;0.0;0.0;0.0;0;0;30.0;24.05;1000000;0;-5.824999809;-35.227500915;40.000;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000;0.000;0.00;0.00;0.000;0.000;0.000;0.000;17;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.000000000;0.000000000;0.0000000;0.00;0.00;0.00;13580;0;110;1;0;0;100;0.00;0;0;0;0
;359.31;-0.10;0.68;0.0200;0.0000;0.0400;-0.011500;-0.002500;1.011000;0.0;0.0;0.0;0;0;30.0;24.01;1000000;0;-5.824999809;-35.227500915;40.000;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000;0.000;0.00;0.00;0.000;0.000;0.000;0.000;18;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.000000000;0.000000000;0.0000000;0.00;0.00;0.00;13600;0;110;1;0;0;100;0.00;0;0;0;0
;359.31;-0.10;0.67;0.0600;0.0400;0.0200;-0.011250;-0.002750;1.010750;0.0;0.0;0.0;0;0;30.0;23.92;1000000;0;-5.824999809;-35.227500915;40.000;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000;0.000;0.00;0.00;0.000;0.000;0.000;0.000;19;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.000000000;0.000000000;0.0000000;0.00;0.00;0.00;13620;0;110;1;0;0;100;0.00;0;0;0;0
;359.31;-0.10;0.68;0.0400;0.0200;0.0600;-0.012250;-0.002250;1.010750;0.0;0.0;0.0;0;0;30.0;24.08;1000000;0;-5.824999809;-35.227500915;40.000;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000;0.000;0.00;0.00;0.000;0.000;0.000;0.000;20;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.000000000;0.000000000;0.0000000;0.00;0.00;0.00;13640;0;110;1;0;0;100;0.00;0;0;0;0
;359.31;-0.10;0.68;0.0200;-0.0200;0.1200;-0.013500;-0.002000;1.010250;0.0;0.0;0.0;0;0;30.2;24.02;1000000;0;-5.824999809;-35.227500915;40.000;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000;0.000;0.00;0.00;0.000;0.000;0.000;0.000;21;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.000000000;0.000000000;0.0000000;0.00;0.00;0.00;13660;0;110;1;0;0;100;0.00;0;0;0;0
;359.31;-0.10;0.68;0.1000;-0.1000;0.0400;-0.013750;-0.002500;1.010250;0.0;0.0;0.0;0;0;30.0;23.97;1000000;0;-5.824999809;-35.227500915;40.000;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000;0.000;0.00;0.00;0.000;0.000;0.000;0.000;22;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.000000000;0.000000000;0.0000000;0.00;0.00;0.00;13680;0;110;1;0;0;100;0.00;0;0;0;0
